rank	l4_id	l4_name	l3_name	l2_name	l1_name	financial_signal	ai_suitability	decision_density	impact_order	rating_confidence	archetype_completeness	composite	survived	elimination_reason	red_flags	skill_count	aggregated_max_value
1690	2802e1434b4a	Commercial Term Renegotiation & Amendment Processing	Supplier Contract & Relationship Governance	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1691	28a71080cea0	Customs Broker Management	Global Trade & Customs Compliance (Service Parts)	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1692	2b253cb93e96	Empty Container Return & Management	Material Flow & Inventory Management (Internal)	Body Shop & Welding	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1693	2dec75fd915b	Aftermarket Part Serviceability Guideline Creation	Technical Service Information Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1694	2f01c88bb9d4	Quality Deviation & Non-Conformance Process Design	Manufacturing Quality Process Engineering	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1695	334dbe6d4ba2	Complex Case Escalation to Engineering & Specialists	Dealer Technical Case Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1696	352bfc3f8947	International Trade Compliance Strategy	Compliance & Trade Regulations Planning	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1697	37ccbbacc6ac	Adverse Event Response & Crisis Management	Emergency & Escalation Management	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1698	37d1c6d4ed0e	Production Downtime Coordination & Recovery Plan	Paint Production Planning & Control	Paint Operations	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1699	38a12d39520e	Process Design Review & Approval	New Process Development & Standardization	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1700	3ac1120f9532	Unrepaired Vehicle Identification & Follow-up	Recall & FSA Execution & Monitoring	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1701	3baaa7168c13	Fleet Health Monitoring & Alerting	Preventive Maintenance & Predictive Diagnostics	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1702	3c367a224e91	Core Return Processing & Settlement	Service Parts Returns & Reverse Logistics	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1703	3cb17cf2c5d3	Pre-Production & Prototype Tooling POs	Tooling & Capital Equipment PO Management	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1704	3dec13defaa8	Preventative Maintenance Program Optimization	Preventive Maintenance & Predictive Diagnostics	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1705	3f1e6fbf5bc1	Ford Blue/Model e/Pro Specific Diagnostic Guidance	Dealer Technical Case Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1706	3f1f2c2d710e	Lean Manufacturing Principle Implementation	Continuous Improvement & Process Optimization	Body Shop & Welding	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1707	3f379af2e6c0	Claim Rejection & Dealer Dispute Resolution	Claim Adjudication & Processing	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1708	3f9949f3ed7d	Infrastructure Planning for EV Charging & Battery Supply	Capacity & Resource Planning	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1709	3fc00580da30	OTA Infrastructure Capacity Planning	OTA Software Deployment & Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1710	45e7305f87bf	Dispatch System Configuration & Updates	Technology & Platform Management	Roadside Assistance & Emergency Services	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1711	471ec9534a96	Vehicle Value-Added Services (VAS) Execution	Vehicle Distribution Center (VDC) Operations	Outbound Vehicle Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1712	4baed4387ff7	Future Plant Expansion Process Design	Manufacturing System Integration & Layout Design	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1713	4cc7190c82ef	Contract Lifecycle Management (CLM)	Contract & Agreement Management (Post-Award)	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1714	53f03d59592b	Dealer Service Standards & Certification Program	Service Network Performance & Quality Management	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1715	5a1f5d08c064	Dealer Performance Benchmarking & Ranking	Warranty Performance Monitoring & Analytics	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1716	5f6a5d2f26e6	Feedback Loop Integration for Design & Engineering	Continuous Quality Improvement Initiatives	Quality Control & In-Process Inspection	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1717	6086779511b0	Long-Term Technology Roadmap Integration	Sourcing Strategy & Category Management	Strategic Sourcing & Supplier Selection	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1718	63b13928360d	Non-Compliance Incident Investigation & Remediation	Indirect Procurement Governance & Compliance	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1719	69018d13c3f6	Dealer Feedback Channel Management for Support System	Dealer Technical Case Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1720	6dee6361ab27	Detailed Process Flow & Work Instruction Design	New Process Development & Standardization	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1721	6f5ea9d803bd	Cyber Security Patch Deployment Support	Diagnostic Software & Firmware Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1722	7545129d5885	Diagnostic Software & Tooling Development	Technical Service Support & Diagnostic Tooling	Customer Experience & Service Quality	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1723	7584c3b075b8	PM Backlog Management & Prioritization	Preventive Maintenance (PM) Program Execution	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1724	770a49652df7	Contract Non-Compliance Dispute Resolution	Indirect Contract & Agreement Management	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1725	778bc62c0de5	Proof of Delivery (POD) Management	Service Parts Outbound Logistics & Transportation	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1726	7a18d0651ef9	Supplier Performance Monitoring & Scorecarding	Supplier Defect Management & Recovery	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1727	7c7507d30655	Conflict Minerals Reporting & Compliance	Supplier Sustainability & Compliance	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1728	7e020b46bfff	Procurement System User Support & Training	Procurement Systems & Data Governance	Procurement Operations & Compliance	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1729	7e63d4180d21	Regulatory Packaging Standard Monitoring & Adaptation	Packaging Compliance & Sustainability	Packaging & Returnable Container Management	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1730	7ea620bc8382	Transportation Incident & Accident Response	Transportation Compliance & Risk Management	Transportation Management & Carrier Operations	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1731	8259f39b9127	Order Credit & Financial Pre-Approval	Customer Order Receipt & Validation	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1732	83835877d0ce	Safety & Quality Hold Inventory Management	Regulatory & Compliance Inventory Review	Inventory Planning & Optimization	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1733	84df468b4507	Outbound Shipment Exception Handling	Service Parts Outbound Logistics & Transportation	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1734	85678ca94ec1	Critical Supplier Quality Incident Escalation	Supplier Problem Resolution & Corrective Actions	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1735	86ca88811926	Unauthorized Access & Security Breach Incident Management	Exception Handling & Escalation for Connected Services	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1736	87b7cb97083a	Human Rights & Labor Standards Audit	Supplier Sustainability & Compliance	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1737	8903260c4153	Internal Audit of Contract Adherence	Contract Compliance & Governance	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1738	9415b0df5476	Export Control & Sanctions Compliance Planning	Compliance & Trade Regulations Planning	Supply Network Design & Planning	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1739	9760e037bf59	Regional Process Implementation Support	Global Manufacturing Process Governance	Manufacturing Engineering & Process Design	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1740	97ad97d8701f	Contract Performance Data Reporting	Contract Lifecycle Management (CLM) Systems & Data	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1741	97ae611feef4	Post-Repair Verification & Production Line Handover	Corrective Maintenance & Breakdown Management	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1742	9d40c3a45949	Supplier Quality Assessment Data Analysis & Reporting	New Supplier Quality Assessment & Selection	Supplier Quality Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1743	9dfb33098132	Non-Conformance Management & Root Cause Analysis	Production Quality Control & Assurance	Production Support Services	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1744	9ee8a01a8ea8	Contingency Plan Development & Stress Testing	Risk Management & Scenario Planning	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1745	9fa445fdb20e	Geopolitical & Regulatory Risk Integration	Risk Management & Scenario Planning	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1746	a1cd4ced13a7	Gap Analysis & Resolution (Operational vs. Financial Goals)	Integrated Financial & Operational Reconciliation	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1747	a2535abd4807	Escalation of Prolonged Downtime Issues	Corrective Maintenance & Breakdown Management	Plant Maintenance & Reliability	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1748	a277081d0966	On-Site Dealer Visit & Diagnostic Assistance	Field Service Engineering Support	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1749	a3edec8019e2	Tooling Distribution & Availability Planning	Service Tool & Equipment Development	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1750	a7725f36f5ab	Mobile Service Equipment Maintenance	Mobile Service Delivery & Dispatch	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1751	aa295dafca8e	Telematics Data Acquisition & Analysis for PM	Preventive Maintenance & Predictive Diagnostics	Ford Pro Fleet Service & Upfit Operations	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1752	aea14df5fa90	Invoice Discrepancy Resolution & Escalation	Invoice & Payment Processing (P2P part)	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1753	aee56f14fe38	PO Amendment & Cancellation Handling	Requisition-to-Order Processing	Indirect Procurement	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1754	af791e31ca7e	Data Privacy & Security Clause Enforcement	Contract Compliance & Governance	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1755	b365b09452c0	Order Data Quality & Integrity Checks	Customer Order Receipt & Validation	Order Management & Fulfillment	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1756	b4d883b661a6	Supplier Negotiation & Dispute Resolution for Recovery	Warranty Cost Recovery & Supplier Management	Warranty Administration & Claims Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1757	b544ee631ce3	Environmental Social & Governance (ESG) Assessment	Supplier Sustainability & Compliance	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1758	b9d112757578	Goods Receipt Error Correction	Goods Receipt, Invoice Verification & Resolution	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1759	ba72f6cefd80	Post-Campaign Effectiveness Review	Performance Analysis & Process Improvement	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1760	bb145c2c7ff5	Service Decommissioning & End-of-Life Management	Connected Services Portfolio & Feature Management	Connected Vehicle Services & OTA Updates	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1761	c22d05ddf6d9	Green Initiative Collaboration & Carbon Footprint Reduction	Supplier Diversity & Sustainability	Supplier Relationship Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1762	c30d18634f31	Financial Impact Reporting & Analysis	Financial Management & Cost Recovery	Recall & Field Service Action Management	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1763	c48d8eb19c9c	Dealer Technical Assistance Request (STAR Case) Submission	Dealer Technical Case Management	Dealer Technical Support & Service Engineering	Service	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1764	c86108d94035	Geopolitical & Macroeconomic Risk Assessment (Logistics)	Logistics Risk Management & Resilience Planning	Logistics Network Optimization	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1765	c8bf00744886	Supplier Production Part Approval Process (PPAP) Review	Supplier In-Plant Quality & Performance Management	Powertrain Manufacturing (Engine & Transmission)	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1766	c9351a1e930f	IBP KPI Definition & Reporting	IBP Performance Management & Continuous Improvement	Integrated Business Planning (IBP)	Plan	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1767	c9c15a908fcc	PO Process Automation & Digitalization Assessment	PO Performance Analysis & Continuous Improvement	Purchase Order Management & Execution	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1768	cb6156b9f57c	Warranty Part Return & Analysis Management	Service Parts Returns & Reverse Logistics	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1769	ceda31233ef8	Manufacturing Feasibility Studies for New Products	Manufacturing Engineering & Process Development	Production Support Services	Make	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1770	d04c6d2de81f	Supplier Code of Conduct Verification	Contract Compliance & Governance	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1771	d49a9f526e97	8D Problem Solving Methodology Implementation	Supplier Quality Assurance & Improvement	Supplier Development & Capability Building	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1772	d6f3eb0d4ed6	Force Majeure Event Management	Risk Management in Contracts	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1773	db83e1f51c4f	Damage Claim Management (Inbound)	Service Parts Inbound Logistics	Service Parts Logistics & Distribution	Move & Fulfill	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
1774	dc687ec36418	Commercial Discrepancy Identification & Analysis	Commercial Dispute Resolution	Contract & Commercial Management	Procure Source & Buy	0.5000	0.5000	0.5000	0.2500	0.2000	0.0000	0.1035	N		CONFIDENCE_GAP	0	0
